"Gen" "Group" "DataSet" "Bichat1.reads" "Bichat10.reads" "Bichat11.reads" "Bichat13.reads" "Bichat2.reads" "Bichat3.reads" "Bichat6.reads" "Bichat7.reads" "Bichat9.reads" "BichatK1.reads" "BichatK10.reads" "BichatK11.reads" "BichatK13.reads" "BichatK2.reads" "BichatK3.reads" "BichatK6.reads" "BichatK7.reads" "BichatK9.reads" "postF266.reads" "postPIG20.reads" "postPIG26.reads" "postPIG29.reads" "postPIG31.reads" "postPIG528.reads" "postPIG94.reads" "postPIG96.reads" "preF266.reads" "prePIG20.reads" "prePIG26.reads" "prePIG29.reads" "prePIG31.reads" "prePIG528.reads" "prePIG94.reads" "prePIG96.reads"
"kexD:A6TA71:A6TA71_KLEP7" "10" "Bac" 0 0.0664898789438721 0 0 0 0 0 0.119524821899051 0 0.838032851965268 0 1.30913720950106 0 2.85800723421173 0 0.0521068899898496 0 0 0.0713045778608555 0.444733738800048 0.126935206558488 0.381332260518574 0 0.144255837150162 0 0 0 0 0 0 0 0 0 0
"acrR/ybaH:P0ACS9:ACRR_ECOLI" "11" "Bac" 0 3.52396358402522 3.27744861351633 1.17293063757382 0.0661020013372435 0.207064416704715 0 0.0597624109495255 0.644858717317388 1.13733029909572 912.056546701258 852.331885334733 449.148751826843 0.238167269517644 65.1747212145512 21.9891075757165 0.42059629198103 313.888420594074 114.942979511699 427.522543108486 89.9335938466889 267.92404624035 142.730395354333 63.6889521017967 63.8377925985682 30.1817407012224 0.306780540194514 0.986290164886163 0.289204216279349 0.89729815607868 0.547803955676712 0.05078856613263 0.250231166679668 0
"rpoS:P35540:RPOS_SHIFL" "12" "Bac" 0.353924921198616 14.2953239729325 14.4505688868675 5.25026094913994 4.49493609093256 0.828257666818859 0.114438303049334 0 2.16907023097667 40.345295873185 4148.91183848995 3800.64815104703 1917.39528575296 1223.94159805117 317.828058782505 105.776986679395 1.96278269591147 1467.8801837672 813.727842548083 2756.6820799521 715.978032593153 1820.59461139383 1010.63310982946 429.016859684583 456.570498289147 195.976831219862 1.12486198071322 5.29674347809236 0.939913702907883 2.85024120166169 2.34773123861448 0.91419419038734 1.31371362506826 0
"pitA:P0AFJ7:PITA_ECOLI" "13" "Bac" 0.0707849842397233 10.4389109941879 17.1321177524717 3.18366887341464 0.462714009360704 0.621193250114144 0.343314909148003 0 1.17247039512252 10.3556916707137 3763.11691948232 3546.50840850473 1810.52033074393 145.60951440135 339.996725057081 86.4453304931605 2.10298145990515 1322.57789652293 678.890885813206 2647.98915418937 564.353928359039 1699.67415158339 864.856470103964 380.546898402129 378.271491448863 191.559991117244 0.766951350486285 4.34698257857235 1.08451581104756 3.53641037983951 1.56515415907632 0.45709709519367 0.500462333359337 0.430551874935014
"czcB:P13510:CZCB_RALME" "14" "Bac" 0 0 0 0 0 0 0 0 0 0.179578468278272 0.0862111550855055 0.139269915904368 0.114141995381663 0.119083634758822 0.115763270363324 0.312641339939097 0.350496909984192 0.166313186468072 0 0 0 0 0 0 0.130281209384833 0 0 0 0 0 0 0 0 0
"ydeI:P31130:YDEI_ECOLI" "15" "Bac" 0.0707849842397233 0 0.744874684890075 0.167561519653402 0 0 0 0 0 0 0 0.0557079663617473 0 0 0 0 0 0 0 0 0 0 0.0553862612938818 0 0 0 0.051130090032419 0.547938980492313 0 0.105564488950433 0.0782577079538161 0.05078856613263 0 0
"arsA:P08690:ARSA1_ECOLX" "305" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0.61278762997922 0 0.506105447724993 0 0 0 0 1.2834824014954 0.133420121640014 1.14241685902639 2.44052646731887 1.38465653234704 0 0.0651406046924165 0.817933352336652 0 0 0 0 0 0 0 0
"merD:O66018:O66018_PSEST" "16" "Bac" 0 0 0 0 0.0661020013372435 0 0 0 0 0.778173362539177 0.0862111550855055 0 0.0760946635877751 8.00837443753078 0 0.312641339939097 0.140198763993677 0 0 0.0889467477600096 0 0 0.0553862612938818 0 0 0.0817933352336652 0 0 0 0 0 0 0 0
"arsR:P15905:ARSR1_ECOLX" "17" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0 1.69694179531321 0 0 0 0 0.0713045778608555 0.0444733738800048 0.0634676032792441 0.0381332260518574 0.166158783881645 0 0 0 0 0 0 0 0 0 0 0
"mexV:Q9HW28:Q9HW28_PSEAE" "18" "Bac" 0.0707849842397233 0.132979757887744 0 0 3.0406920615132 0 0 0 0 1.01761132024354 0 0.111415932723495 0 217.833738882575 0.694579622179942 1.82374114964474 0.105149072995258 0.720690474694977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"zraR/hydH:P14375:ZRAR_ECOLI" "19" "Bac" 0.21235495271917 6.31653849966785 11.6945325527742 3.07196119364571 0.661020013372435 0.759236194583954 0 0.0597624109495255 1.64145855317153 5.92608945318297 4210.72523668626 4053.45090239663 2208.91394195773 2.35190178648673 363.959722022289 97.2314567210593 2.59367713388302 1439.88413071174 787.059930428123 2855.59086346123 646.354071795822 1789.28723280525 946.717364296321 412.355310493739 412.014324679534 199.821117975844 1.0737318906808 3.65292653661542 0.795311594768209 2.32241875690953 1.64341186703014 0.35551996292841 0.375346750019502 0
"chrB:A4UQR5:A4UQR5_9RHIZ" "20" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0.696349579521841 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mexT:O87785:O87785_PSEAI" "21" "Bac" 0 0 0 0 1.12373402273314 0 0 0 0 0.718313873113087 0.0862111550855055 0.0835619495426209 0 110.598925782256 0.405171446271633 0.625282679878195 0.0350496909984192 0.94244138998574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cueR/ybbI:P0A9G4:CUER_ECOLI" "22" "Bac" 0 0.199469636831616 0.744874684890075 0.0558538398844674 0 0 0.0572191515246672 0 0.117247039512252 0.119718978852181 127.908617095195 141.916044306551 58.7070329579685 0.119083634758822 9.83987798088251 2.70955827947218 0.105149072995258 47.2883826857551 18.0400581987965 86.2338719533293 15.0418219771809 39.1246899292057 19.9390540657974 9.88152484478613 9.31510647101556 4.17146009691692 0 0.328763388295388 0 0 0.234773123861448 0 0.0625577916699171 0
"arsB:O50594:O50594_ACIMU" "23" "Bac" 0 0.132979757887744 0.29794987395603 0.0558538398844674 0.132204002674487 0 0.0572191515246672 0 0 2.27466059819144 15.8053784323427 88.2135647338268 42.0042543004519 38.0174503967539 0 76.7013420650586 0.0700993819968384 2.88276189877991 20.5357184239264 82.2312683041289 25.0062356920222 99.1463877348292 31.3486238923371 2.81298882442817 14.4612142417165 8.26112685860018 0.051130090032419 0.255704857563079 0.144602108139674 0.105564488950433 0 0 0.0625577916699171 0
"mntH/yfeP:P0A769:MNTH_ECOLI" "24" "Bac" 0.0707849842397233 5.2527004365659 7.00182203796671 2.01073823584083 0 0 0.114438303049334 0 0.703482237073514 5.14791609064379 3250.56286544729 2836.315399342 1126.27711576266 1.81602543007204 228.921867143472 67.3742087568755 1.75248454992096 1122.83575957477 462.338882849787 1572.80086726637 419.711260485641 1020.90272786033 607.421127610001 272.282892620932 274.046523940996 106.413129138998 0.51130090032419 2.59357784099695 0.867612648838046 1.2667738674052 0.860834787491977 0.40630852906104 0.437904541689419 0.215275937467507
"mdtB:D0ZND9:D0ZND9_SALT1" "25" "Bac" 0 0 0 0 0 0 0 0 0 0.119718978852181 18.4491871882982 9.63747818058228 4.37544315629707 1.1015236215191 1.27339597399656 0.208427559959398 0 5.2665842381556 0.499132045025989 1.33420121640014 0.253870413116977 1.22026323365944 0.609248874232699 0.288511674300325 0.260562418769666 0.16358667046733 0 0 0.0723010540698372 0 0 0 0 0
"mexX:Q9ZNG9:Q9ZNG9_PSEAI" "26" "Bac" 0 0.132979757887744 0 0 1.9830600401173 0 0 0 0 0.478875915408724 0.0287370516951685 0.0278539831808736 0 62.3998246136227 0.347289811089971 0.885817129827443 0.0700993819968384 0.443501830581525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sdeY:Q7WSD5:Q7WSD5_SERMA" "228" "Bac" 0 0 0 0 0 0.0690214722349049 0 0 0 2.21480110876535 2.61507170426033 13.676305741809 0.798993967671639 11.7595089324337 0.289408175908309 0.156320669969549 0 0.665252745872287 1.42609155721711 8.40546766332091 1.71362528853959 5.68185068172675 2.82469932598797 1.08191877862622 1.36795269854075 0.490760011401991 0 0 0 0 0 0 0 0
"dsbB:P0A6M2:DSBB_ECOLI" "27" "Bac" 0 0.997348184158082 2.0111616492032 0.502684558960207 0 0.13804294446981 0 0 0.175870559268378 0.957751830817449 769.923089016955 683.759579124086 331.962969901669 0.148854543448527 49.5466797155025 17.4558081465996 0.455645982979449 275.747263164063 94.763783977077 361.790896513839 83.7772363286022 210.152208771786 118.305054123731 52.5812526412342 54.0015612900133 21.7570271721549 0.153390270097257 0.876702368787701 0.144602108139674 0.263911222376082 0.156515415907632 0.05078856613263 0 0
"soxS:P0A9E2:SOXS_ECOLI" "28" "Bac" 0 0.199469636831616 0.223462405467023 0.0558538398844674 0 0 0 0 0.0586235197561262 0.419016425982634 154.145545292884 109.911817631727 65.8979786670132 0.148854543448527 13.3706577269639 3.90801674923872 0 55.6040420091586 6.77393489678128 59.1051138865264 8.18732082302249 22.460470144544 10.5233896458375 5.98661724173174 3.19188962992841 2.29021338654262 0.051130090032419 0.255704857563079 0 0.105564488950433 0 0 0 0
"nfsA:P17117:NFSA_ECOLI" "29" "Bac" 0 3.85641297874458 5.21412279423053 0.726099918498077 0.330510006686217 0.207064416704715 0.228876606098669 0 0.527611677805135 2.99297447130453 1898.02479036249 1538.23622116375 855.798634039913 1.16106543889851 122.824829855486 39.8617708422349 1.12159011194941 649.841057259579 191.595400712119 691.605437207954 158.922878611227 413.859902340808 236.554721986169 118.434042300283 101.61934332017 46.6222010831891 0.153390270097257 1.24199502244924 0.289204216279349 0.686169178177814 0.156515415907632 0.05078856613263 0 0
"gadB:P69910:DCEB_ECOLI" "30" "Bac" 0.283139936958893 15.6916114307538 19.441229275631 4.9709917497176 0.462714009360704 1.24238650022829 0 0 1.64145855317153 14.6057154199661 10185.0720729567 9039.14676787393 4664.45068860344 5.44807629021611 790.084320229684 224.372268296292 5.74814932374075 3533.37908424301 1554.65371110023 5846.42525689155 1327.67879299851 3763.17741292754 2035.27894376627 928.502695817021 896.074158148881 413.956069617579 1.38051243087531 7.05014821566776 1.15681686511739 4.53927302486862 1.79992728293777 0.71103992585682 0.938366875048756 0.538189843668767
"cpxA:C4WZK5:C4WZK5_KLEPN" "31" "Bac" 0 0 1.34077443280214 0.0558538398844674 0.0661020013372435 0 0 0 0 1.31690876737399 30.3463265900979 201.551422296802 12.4795248283951 4.10838539917936 0.289408175908309 0.156320669969549 0.0350496909984192 5.76552379755982 1.06956866791283 2.49050893728027 1.14241685902639 1.7922616244373 0.996952703289872 0.216383755725244 0.455984232846915 0 0 0 0 0 0 0 0 0
"cmeB:Q8RTE4:Q8RTE4_CAMJU" "32" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.1183434700012 2.22136611477354 0.0762664521037147 0.443090090351054 0.288511674300325 0.455984232846915 0.0817933352336652 0 0.0365292653661542 0.0723010540698372 0 0 0 0 0
"chrF:A4UQR2:A4UQR2_9RHIZ" "33" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0.334247798170484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"czcE:Q1LAJ1:Q1LAJ1_RALME" "34" "Bac" 0 0 0 0 0 0 0 0 0 0.119718978852181 0 0.0557079663617473 0 0.059541817379411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gadX:P37639:GADX_ECOLI" "35" "Bac" 0.141569968479447 4.25535225240781 8.93849621868091 1.11707679768935 0.0661020013372435 0.13804294446981 0.0572191515246672 0.0597624109495255 0.468988158049009 0 2.67254580765067 3.25891603216221 0.989230626641077 0 0 0 0 1.21963003409919 3.77914262662534 11.5186038349212 2.47523652789052 8.16051037509748 3.10163063245738 1.80319796437703 1.75879632669525 0.981520022803982 0.255650450162095 2.00910959513848 0.433806324419023 1.63624957873171 1.01735020339961 0.15236569839789 0.0625577916699171 0.32291390620126
"merE:Q79BG5:Q79BG5_PSEST" "36" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0713045778608555 0 0 0.0381332260518574 0 0 0 0 0 0 0 0 0 0 0 0
"arsR:P37309:ARSR_ECOLI" "37" "Bac" 0 0 0.29794987395603 0 0 0 0 0 0 0.119718978852181 0.0287370516951685 91.026817035095 26.2146116059885 0.059541817379411 6.48274314034612 3.69958918927932 0 0.110875457645381 16.4000529079968 84.0991500070891 10.91642776403 32.5276418222343 14.1788828912337 7.35704769465829 8.07743498185964 3.18994007411294 0.153390270097257 0.0730585307323084 0 0.0527822444752165 0 0.10157713226526 0 0
"tbtB:Q71UZ6:Q71UZ6_PSEST" "228" "Bac" 0 0 0 0 0 0 0 0 0 0.0598594894260906 0 0.167123899085242 0 0 0 0 0.0350496909984192 0 0 0.0444733738800048 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pcoS:Q47457:PCOS_ECOLX" "38" "Bac" 0.21235495271917 1.46277733676519 0.670387216401068 0 13.3526042701232 0.0690214722349049 0.114438303049334 0.179287232848577 0.0586235197561262 162.398794812984 170.899246431167 89.494847960147 0.418520649732763 3389.15001614476 9.72411471051918 18.2374114964474 1.05149072995258 31.4331922424656 118.294294671159 320.519605553195 55.0898796463839 160.007016513594 94.2120304608929 120.597879857536 51.3959371023166 16.4404603819667 0.204520360129676 0.840173103421546 0.144602108139674 0.369475711326515 0.313030831815264 0.05078856613263 0.125115583339834 0.107637968733753
"silF:Q9ZHD1:Q9ZHD1_SALTM" "39" "Bac" 0.0707849842397233 0 0.0744874684890075 0 0.264408005348974 0 0 0 0 10.595129628418 11.3511354195916 1.25342924313931 0 111.134802138671 0.115763270363324 1.04213779979699 0.0700993819968384 2.21750915290762 1.06956866791283 5.64811848276061 0.380805619675465 1.06773032945201 0.609248874232699 1.73107004580195 0.0651406046924165 0.0817933352336652 0 0.0730585307323084 0 0 0 0 0 0
"smeD:I0KSX9:I0KSX9_STEMA" "40" "Bac" 0 0 0 0 0 0 0 0 0 1.31690876737399 0 0 0 0.148854543448527 0 0 0 0 0.0713045778608555 0.0889467477600096 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cutC:P67826:CUTC_ECOLI" "41" "Bac" 0 2.79257491564263 3.72437342445038 0.726099918498077 0.0661020013372435 0.13804294446981 0.0572191515246672 0 0.527611677805135 2.27466059819144 1693.58940460306 1526.76038009323 730.356581115466 0.654959991173521 114.489874389327 38.2464572525496 1.26178887594309 588.970431012265 226.463339286077 778.595356517244 191.608694300038 482.728508590463 282.026842508446 141.587104162884 129.238959709754 57.0099546578646 0.204520360129676 0.876702368787701 0.289204216279349 0.475040200276948 0.156515415907632 0.05078856613263 0.187673375009751 0
"emrBsm:B2FID0:B2FID0_STRMK" "42" "Bac" 0 0 0 0 0 0 0 0 0 6.10566792146124 0 0 0 1.0717527128294 0 0 0 0 0 0 0 0 0.0553862612938818 0 0 0 0 0 0 0 0 0 0 0
"eefA:A8CY69:A8CY69_KLEPN" "43" "Bac" 0 0.132979757887744 1.48974936978015 0 0 0 0 0.0597624109495255 0 0.838032851965268 0.172422310171011 200.103015171396 0.228283990763325 1.54808725186469 0.173644905544985 0.104213779979699 0 0.554377288226906 0 0.222366869400024 0.126935206558488 0.190666130259287 0 0.144255837150162 0 0 0 0 0 0 0 0 0 0
"modB:P0AF01:MODB_ECOLI" "44" "Bac" 0 2.12767612620391 2.68154886560427 0.502684558960207 0.132204002674487 0 0.0572191515246672 0 0.351741118536757 1.31690876737399 1163.36206377551 1078.22768893162 377.391484063571 0.952669078070576 77.2719829675185 29.2319652843056 0.630894437971545 412.234951525527 169.562286153114 630.632441618468 151.17983101116 388.997038954997 213.126333458857 96.3628992163085 99.9256875981669 42.9415009976742 0.204520360129676 1.24199502244924 0.289204216279349 0.633386933702598 0.39128853976908 0.10157713226526 0.187673375009751 0
"bltR:P39842:BLTR_BACSU" "45" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0713045778608555 0 0.0634676032792441 0 0 0 0 0 0 0 0 0 0 0 0 0
"baeS:P30847:BAES_ECOLI" "46" "Bac" 0.141569968479447 2.32714576303552 9.68337090357098 1.17293063757382 0.0661020013372435 0.552171777879239 0.0572191515246672 0.0597624109495255 0.468988158049009 2.93311498187844 1171.35096414676 2760.77539695547 547.234773191485 2.11373451696909 147.250879902148 64.7167573673932 1.36693794893835 413.399143830804 482.58938296227 1543.18160026229 418.886181643011 1012.66595103312 627.194022891917 289.160825567501 271.636321567377 105.349815780961 0.818081440518705 3.36069241368619 0.723010540698372 1.68903182320693 1.33038103521487 0.40630852906104 0.375346750019502 0.107637968733753
"merB:P08664:MERB_SERMA" "47" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0634676032792441 0 0 0.0721279185750812 0 0.0817933352336652 0 0 0 0 0 0 0 0
"fieF/yiip:P69380:FIEF_ECOLI" "48" "Bac" 0 4.85376116290266 6.03348494760961 1.89903055607189 0.396612008023461 0.41412883340943 0 0.119524821899051 0.351741118536757 3.53170987613934 1531.13885137027 1422.94858477811 737.395337497335 93.7188205551929 145.688075752243 39.0280606023973 1.01644103895416 543.012553818254 243.291219661239 949.506532338102 192.624175952506 590.340472508804 293.49179859628 140.216673709958 131.844583897451 65.8436348631004 0.255650450162095 2.6301071063631 0.144602108139674 1.68903182320693 0.547803955676712 0.15236569839789 0.312788958349585 0
"mdtF/yhiV:P37637:MDTF_ECOLI" "228" "Bac" 0.283139936958893 18.2847167095648 34.1897480364545 7.81953758382544 0.462714009360704 1.79455827810753 0.114438303049334 0 2.22769375073279 1.2570492779479 690.350192873033 672.534423902194 367.49917779716 0.535876356414699 69.2843173124492 19.5921906361834 0.280397527987354 236.109287055839 219.475490655713 761.562054321202 168.379551499835 532.606768266292 269.011071104384 114.899774290104 122.399196217051 57.2553346635656 1.99407351126434 10.3743113639878 1.22911791918723 7.28394973757988 3.52159685792172 0.86340562425471 1.62650258341784 0.32291390620126
"smdA:A7VN01:A7VN01_SERMA" "49" "Bac" 0 0 0 0 0 0 0 0 0 0 0.0287370516951685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"czrA:Q9RLI8:Q9RLI8_PSEAI" "50" "Bac" 0 0.199469636831616 0 0 7.33732214843403 0.0690214722349049 0.114438303049334 0.0597624109495255 0 4.66904017523506 0.114948206780674 0.445663730893978 0.0380473317938876 626.320377014024 2.7204368535381 6.98232325863984 0.665944128969965 4.15782966170179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mco:Q69HT9:MCO_STAAU" "51" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0.0760946635877751 0 0 0.0521068899898496 0 0 0 0.0444733738800048 0 0.0381332260518574 0.166158783881645 0 0 0 0 0 0 0 0 0 0 0
"cmeC:Q8RTE3:Q8RTE3_CAMJU" "52" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.126935206558488 0 0 0 0 0 0 0 0 0 0 0 0 0
"nikB:P33591:NIKB_ECOLI" "53" "Bac" 0.0707849842397233 4.58780164712717 5.66104760516457 1.28463831734275 0.132204002674487 0.207064416704715 0 0 0.586235197561262 1.73592519335663 1230.75045000068 1078.17198096526 486.01661633512 0.774043625932343 103.550245339993 28.5545757144376 0.525745364976288 432.08165844405 200.080645477561 753.023166536241 151.433701424276 476.398393065854 254.721415690562 112.952320488577 105.39749839233 51.8569745381437 0.357910630226933 2.37440224880002 0.50610737848886 1.90016080110779 1.09560791135342 0.15236569839789 0.250231166679668 0
"arsC:P0A006:ARSC_STAAU" "54" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.665252745872287 0.0713045778608555 0.0444733738800048 0.126935206558488 0 0 0 0 0 0 0 0 0 0 0 0 0
"pmpM:Q9I3Y3:PMPM_PSEAE" "55" "Bac" 0 0.0664898789438721 0 0 3.76781407622288 0.0690214722349049 0 0 0 2.75353651360017 0.0287370516951685 0.0557079663617473 0 258.76873833092 1.38915924435988 1.92795492962443 0.350496909984192 1.71856959350341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"silB:Q9ZHD0:SILB_SALTM" "56" "Bac" 0.0707849842397233 0.664898789438721 0.446924810934045 0 6.74240413639884 0.0690214722349049 0.0572191515246672 0 0.0586235197561262 211.842733078934 320.906656279947 81.333630888151 0.722899304083864 3043.53953716597 9.20317999388423 35.2763645231282 0.911291965958899 51.6125255339249 93.4803015755816 357.521452621358 61.5635751808668 183.840282796004 109.72018362318 168.202306117089 49.7022813803138 21.3480604959866 0 0.474880449760005 0 0.158346733425649 0.0782577079538161 0.35551996292841 0 0
"pcoD:Q47455:PCOD_ECOLX" "57" "Bac" 0.21235495271917 0.465429152607105 0.148974936978015 0 10.3780142099472 0 0.0572191515246672 0 0 78.8349475741613 104.602868170413 43.1736739303541 0.266331322557213 1804.05752477877 3.935951192353 9.63977464812217 0.911291965958899 17.9063864097291 48.9149404125469 132.619600910174 18.8498781739355 61.1275613611274 34.7271858312639 39.7424831348698 19.6073220124174 5.23477345495457 0.102260180064838 0.547938980492313 0 0.158346733425649 0 0.20315426453052 0.0625577916699171 0
"qacC/qacD/smr:P14319:QACC_STAAU" "58" "Bac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0554377288226906 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pmrA:P0A4K4:PMRA_STRPN" "59" "Bac" 0 0 0 0 0 0 0 0 0 0 6.17846611446123 6.1278762997922 0.608757308702201 0 3.76230628680802 1.09424468978684 1.08654042095099 8.37109705222628 0 0.0444733738800048 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fecE:P15031:FECE_ECOLI" "60" "Bac" 0 0.0664898789438721 1.04282455884611 0.0558538398844674 0.330510006686217 0.13804294446981 0 0 0 1.01761132024354 6.40836252802258 63.4235197028492 3.31011786606822 32.0930395675025 51.9198267579506 6.04439923882255 0.0350496909984192 2.60557325466646 24.9566022512994 51.1443799620055 8.82199685581493 28.2567205044263 16.4497196042829 5.12108221883077 5.99293563170232 3.68070008551493 0 0.255704857563079 0 0.158346733425649 0 0 0 0
"pcoA:Q47452:PCOA_ECOLX" "61" "Bac" 0.21235495271917 2.12767612620391 0.670387216401068 0 18.6407643771027 0 0.114438303049334 0.179287232848577 0.0586235197561262 141.148676066722 175.324752392223 79.3002901159472 0.342425986144988 2951.7855965843 5.84604515334784 31.2641339939097 0.771093201965222 30.3244376660117 117.296030581107 318.073569989794 58.9614034464178 166.947263655032 107.947823261776 155.075024936425 51.7216401257787 17.0130137286024 0.357910630226933 0.949760899520009 0.144602108139674 1.05564488950433 0.313030831815264 0.66025135972419 0.0625577916699171 0.107637968733753
